Collection_ID,Year,Host,State,County,Country,Field,Form ID,Serial_agar_dilution_for_creating_the_model_ (N=20),Origin,hyphal_tip (ht),DNA Extraction,lat,long,Size of field (acres),Percentage Affected ,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Fungicide_current_season,molecule(s)_current_season,company_current_season,Timing,Applications,Rate,Pre-2015 Fungicides,Number of Years,Fungicide_previous_seasons,molecule(s)_previous_seasons,company_previous_seasons,Timing: Soybean,Notes,Apparently low sensitiviy
2132,2015,soybeans,NE,Antelope,USA,75,Sc15-75-04,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2133,2015,soybeans,NE,Antelope,USA,75,Sc15-75-05,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2134,2015,soybeans,NE,Antelope,USA,75,Sc15-75-06,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2135,2015,soybeans,NE,Antelope,USA,75,Sc15-75-07,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2136,2015,soybeans,NE,Antelope,USA,75,Sc15-75-08,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2137,2015,soybeans,NE,Antelope,USA,75,Sc15-75-09,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2138,2015,soybeans,NE,Antelope,USA,75,Sc15-75-10,No,Survey,No,No,42.120169,97.948521,80-160,<1,,,Y,N,Y,Domark,tetraconazole,,R3,,,N,,,,,,,
2139,2015,soybeans,NE,Cedar,USA,78,Sc15-78-01,Yes,Survey,Yes,Yes,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2140,2015,soybeans,NE,Cedar,USA,78,Sc15-78-02,Yes,Survey,Yes,Yes,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2141,2015,soybeans,NE,Cedar,USA,78,Sc15-78-03,No,Survey,No,No,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2142,2015,soybeans,NE,Cedar,USA,78,Sc15-78-04,No,Survey,No,No,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2143,2015,soybeans,NE,Cedar,USA,78,Sc15-78-05,Yes,Survey,Yes,Yes,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2144,2015,soybeans,NE,Cedar,USA,78,Sc15-78-06,No,Survey,Yes,No,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2145,2015,soybeans,NE,Cedar,USA,78,Sc15-78-07,No,Survey,Yes,Yes,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2146,2015,soybeans,NE,Cedar,USA,78,Sc15-78-08,No,Survey,Yes,Yes,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2147,2015,soybeans,NE,Cedar,USA,78,Sc15-78-09,No,Survey,Yes,Yes,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2148,2015,soybeans,NE,Cedar,USA,78,Sc15-78-10,No,Survey,Yes,Yes,42.66064,97.04809,160-320,15,N,,Y,N ,N,Stratego YLD,prothioconazole + trifloxystrobin,,R3,,,Y,3,Stratego YLD,prothioconazole + trifloxystrobin,,R3-R4,,
2149,2015,soybeans,NE,Pierce,USA,97,Sc15-97-01,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2150,2015,soybeans,NE,Pierce,USA,97,Sc15-97-02,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2151,2015,soybeans,NE,Pierce,USA,97,Sc15-97-03,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2152,2015,soybeans,NE,Pierce,USA,97,Sc15-97-04,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2153,2015,soybeans,NE,Pierce,USA,97,Sc15-97-05,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2154,2015,soybeans,NE,Pierce,USA,97,Sc15-97-06,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2155,2015,soybeans,NE,Pierce,USA,97,Sc15-97-07,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2156,2015,soybeans,NE,Pierce,USA,97,Sc15-97-08,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2157,2015,soybeans,NE,Pierce,USA,97,Sc15-97-09,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2158,2015,soybeans,NE,Pierce,USA,97,Sc15-97-10,No,Survey,No,No,42.09579,97.39894,160-320,75,Y,15+,Y,N,Y,Domark,tetraconazole,,R2 (7/6) R3 (7/25),,,Y,,Domark + Headline,tetraconazole + pyraclostrobin,,R1-R4,Remmick,
2159,2015,soybeans,NE,Cedar,USA,98,Sc15-98-01,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2160,2015,soybeans,NE,Cedar,USA,98,Sc15-98-02,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2161,2015,soybeans,NE,Cedar,USA,98,Sc15-98-03,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2162,2015,soybeans,NE,Cedar,USA,98,Sc15-98-04,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2163,2015,soybeans,NE,Cedar,USA,98,Sc15-98-05,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2164,2015,soybeans,NE,Cedar,USA,98,Sc15-98-06,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2165,2015,soybeans,NE,Cedar,USA,98,Sc15-98-07,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2166,2015,soybeans,NE,Cedar,USA,98,Sc15-98-08,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2167,2015,soybeans,NE,Cedar,USA,98,Sc15-98-09,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2168,2015,soybeans,NE,Cedar,USA,98,Sc15-98-10,No,Survey,No,No,42.51926,97.19746,160-320,60,Y,15+,Y,N,Y,Domark,tetraconazole,,R2-R3 (7/11),,,Y,3,Headline,pyraclostrobin,,R3-R4,Kurtzals,TM
2169,2015,soybeans,NE,Knox,USA,99,Sc15-99-01,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2170,2015,soybeans,NE,Knox,USA,99,Sc15-99-02,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2171,2015,soybeans,NE,Knox,USA,99,Sc15-99-03,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2172,2015,soybeans,NE,Knox,USA,99,Sc15-99-04,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2173,2015,soybeans,NE,Knox,USA,99,Sc15-99-05,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2174,2015,soybeans,NE,Knox,USA,99,Sc15-99-06,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2175,2015,soybeans,NE,Knox,USA,99,Sc15-99-07,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2176,2015,soybeans,NE,Knox,USA,99,Sc15-99-08,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2177,2015,soybeans,NE,Knox,USA,99,Sc15-99-09,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2178,2015,soybeans,NE,Knox,USA,99,Sc15-99-10,No,Survey,No,No,42.59583,97.69278,<80,5,N,,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,Carlaw 80,Prothioconazole
2179,2015,soybeans,NE,Cedar,USA,100,Sc15-100-01,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2180,2015,soybeans,NE,Cedar,USA,100,Sc15-100-02,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2181,2015,soybeans,NE,Cedar,USA,100,Sc15-100-03,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2182,2015,soybeans,NE,Cedar,USA,100,Sc15-100-04,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2183,2015,soybeans,NE,Cedar,USA,100,Sc15-100-05,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2184,2015,soybeans,NE,Cedar,USA,100,Sc15-100-06,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2185,2015,soybeans,NE,Cedar,USA,100,Sc15-100-07,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2186,2015,soybeans,NE,Cedar,USA,100,Sc15-100-08,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2187,2015,soybeans,NE,Cedar,USA,100,Sc15-100-09,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2188,2015,soybeans,NE,Cedar,USA,100,Sc15-100-10,No,Survey,No,No,42.64422,97.32608,160-320,10,Y,10+,Y,N,N,Priaxor,fluxapyroxad + pyraclostrobin,,R3.5,,,Y,5,Headline + Priaxor,pyraclostrobin + fluxapyroxad + pyraclostrobin,,R3-R4,,
2189,2015,soybeans,NE,Cedar,USA,101,Sc15-101-01,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2190,2015,soybeans,NE,Cedar,USA,101,Sc15-101-02,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2191,2015,soybeans,NE,Cedar,USA,101,Sc15-101-03,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2192,2015,soybeans,NE,Cedar,USA,101,Sc15-101-04,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2193,2015,soybeans,NE,Cedar,USA,101,Sc15-101-05,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2194,2015,soybeans,NE,Cedar,USA,101,Sc15-101-06,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2195,2015,soybeans,NE,Cedar,USA,101,Sc15-101-07,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2196,2015,soybeans,NE,Cedar,USA,101,Sc15-101-08,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2197,2015,soybeans,NE,Cedar,USA,101,Sc15-101-09,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2198,2015,soybeans,NE,Cedar,USA,101,Sc15-101-10,No,Survey,No,No,42.61699,97.35533,80-160,10,N,,Y,N,Y,Domark,tetraconazole,,R3.5 (7/23),,,Y,2,Headline,pyraclostrobin,,R3-R4,Steffer,
2199,2015,soybeans,NE,Antelope,USA,102,Sc15-102-01,No,Survey,No,No,41.945614,97.97488,80-160,5,Y,?,Y,,,Topsin,thiophanate_methyl,,"1st Flower, 21 days after 1st Application",,,Y,>10,Topsin,thiophanate_methyl,,1st Flower & 21 days after 1st application,Dry Edible Beans SW Holbrook,
2200,2015,soybeans,NE,Antelope,USA,103,Sc15-103-01,No,Survey,No,No,42.222776,97.931081,<80,5,N,,Y,,,Topsin,thiophanate_methyl,,"1st flower, same treatment 21 days later",,,Y,>10,Topsin,thiophanate_methyl,,1st Flower & 21 days after 1st application,Dry Edible Beans Couch,
2201,2015,soybeans,NE,Kearney,USA,104,Sc15-104-01,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2202,2015,soybeans,NE,Kearney,USA,104,Sc15-104-02,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2203,2015,soybeans,NE,Kearney,USA,10,Sc15-104-03,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2204,2015,soybeans,NE,Kearney,USA,10,Sc15-104-04,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2205,2015,soybeans,NE,Kearney,USA,10,Sc15-104-05,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2206,2015,soybeans,NE,Kearney,USA,10,Sc15-104-06,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2207,2015,soybeans,NE,Kearney,USA,10,Sc15-104-07,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2208,2015,soybeans,NE,Kearney,USA,10,Sc15-104-08,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2209,2015,soybeans,NE,Kearney,USA,10,Sc15-104-09,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2210,2015,soybeans,NE,Kearney,USA,10,Sc15-104-10,No,Survey,No,No,42.298749,98.235265,80-160,10,N,,N,N,N,,,,,,,Y,5,,,,,Letter Attached,
2211,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-01,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2212,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-02,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2213,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-03,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2214,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-04,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2215,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-05,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2216,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-06,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2217,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-08,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2218,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-09,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2219,2015,soybeans,MI,Allegan,USA,Al,Sc15-Allegan-10,No,Survey,No,No,42.695,86.009,,,,,,,,,,,,,,,,,,,,,
2220,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-01,Yes,Survey,Yes,No,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2221,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-02*,No,Survey,Yes,Yes,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2222,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-03,Yes,Survey,Yes,Yes,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2223,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-04,Yes,Survey,Yes,No,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2224,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-05,No,Survey,Yes,No,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2225,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-06,No,Survey,Yes,No,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2226,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-07,No,Survey,No,Yes,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2227,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-08,No,Survey,Yes,Yes,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2228,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-09,No,Survey,No,No,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2229,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-10,No,Survey,Yes,Yes,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2230,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-11,Yes,Survey,Yes,Yes,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2231,2015,soybeans,MI,Hillsdale,USA,Hi,Sc15-Hillsdale-12,No,Survey,No,No,41.839,84.703,,,,,,,,,,,,,,,,,,,,,
2232,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-01,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2233,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-02,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2234,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-03,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2235,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-04,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2236,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-05,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2237,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-06,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2238,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-07,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2239,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-09,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2240,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-10,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2241,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-11,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2242,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-12,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2243,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-13,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2244,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-14,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2245,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-15,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2246,2015,soybeans,MI,Ingham,USA,In,Sc15-Ingham-17,No,Survey,No,No,42.69,84.498,,,,,,,,,,,,,,,,,,,,,
2247,2015,soybeans,MI,Montcalm ,USA,mont,Sc15-MTCLM-09-TR27-01,No,trial,No,No,43.352,85.178,,,,,,,,Aproach,picoxystrobin,,9 fl oz/A 0.25% v/v,2,9,"R1, R3",,,,,,,
2248,2015,soybeans,MI,Montcalm ,USA,mont,Sc15-MTCLM-09-TR27-02,No,trial,No,No,43.352,85.178,,,,,,,,Aproach,picoxystrobin,,9 fl oz/A 0.25% v/v,2,9,"R1, R3",,,,,,,
2249,2015,soybeans,MI,Montcalm ,USA,mont,Sc15-MTCLM-09-TR27-03,No,trial,No,No,43.352,85.178,,,,,,,,Aproach,picoxystrobin,,9 fl oz/A 0.25% v/v,2,9,"R1, R3",,,,,,,
